id,Price_euros
181,2148.3058055767597
708,610.3121866193195
862,329.33836235597914
1064,1167.6785732586295
702,1250.129059966381
585,1320.7909025228732
195,1940.6867032548716
463,578.4622654292956
14,3557.0676839031403
621,1581.7672702887473
1259,1698.3755849322513
551,582.5729113398212
358,437.05772930731575
610,583.5746303494421
880,467.7464381516668
655,753.5512070863326
630,319.70151306623825
483,1478.69275218026
115,1331.5490947046478
297,1703.208780535557
1162,1352.5801439892653
666,2039.3591301105882
1278,1488.582335209834
777,1136.4323424501786
521,1823.6211051642254
93,214.58102047167426
260,789.6167426778779
733,328.0066047422239
908,1137.2798014633258
797,347.70536589102244
71,1096.4817907437603
60,1130.8137835290613
608,1888.8901069848762
82,415.55958157953273
540,724.4166667450359
761,1830.798412734246
473,742.2552399099164
183,742.6536916372478
186,2994.8877337199674
846,545.6090517104166
901,606.6655275907323
912,1027.3122559942112
27,1142.4873367842326
1127,1776.6576377430715
858,1259.3342094507611
958,1885.7614460707364
771,650.7891643294879
930,3584.7966489494047
807,255.77094554339828
618,1548.8501956917805
250,1289.7537745225327
334,822.4070974824841
180,989.1223546109388
886,263.6844366049413
394,1449.2386973969733
659,816.9890604942241
764,1019.698069859821
428,187.95646874651538
1231,1247.3299683559046
865,1066.1616884324555
1286,1502.7543438241755
635,1151.766450342288
143,663.501810134795
376,1072.7904068536252
1032,1255.6149338981356
1057,1522.6251306660488
1089,415.9269461709655
87,2653.8816430260117
1072,489.84939809861703
211,1791.9641017082088
1003,1083.7967775507225
889,3358.994969065099
1066,1698.6070767458832
1225,882.6734207566597
146,1410.7798268826446
1044,1072.6949506418707
1105,916.0295911693513
59,341.0653371385108
251,1118.7104928158847
954,1067.8602813780724
948,68.84753394441714
887,2274.9132012129967
369,1567.8735930862172
1148,799.0107896668235
1062,1081.9000279622567
1135,1530.889212657964
1180,1823.0655182090227
620,330.7343848143265
304,2461.353691706354
1048,522.3391135812237
157,562.8305293647907
1128,329.33836235597914
714,1066.1616884324555
993,990.4541462579699
689,1764.0112860706058
443,413.50518545653904
673,1788.7973380053095
975,1059.269548970569
391,1137.7371672124511
810,817.6243419143784
32,663.4926800338096
724,439.84391268488514
287,1293.750821001327
857,979.3467883501523
1087,633.7549922679309
386,1022.9966886579358
649,1232.1897415467397
1247,429.0643375439764
279,1089.4499397636735
1176,1152.9370339980394
1125,1061.5756333635693
286,1167.689391181021
937,214.18037348987082
508,716.6231261737087
88,969.7881702483454
446,1823.6211051642254
336,869.0123094376269
779,1182.0213250451118
224,859.6704929568266
834,1627.2593215739669
238,396.62831797789795
582,1368.7027513088542
726,991.9110806685434
462,1817.54527322841
863,171.22136579183234
987,1272.7009838967188
1118,2011.177155687557
1151,1551.1646556887763
736,1878.5857072206213
957,1075.7844127428123
502,1091.2622575302755
811,1026.8824283599665
898,318.53088620007
802,1692.0672572626338
265,660.9840202487028
1081,519.51300581076
104,297.4961211775835
675,2131.5472791270167
1209,1422.8367898582433
1004,695.7419129248871
29,622.4244427042934
432,1993.9242777249083
684,2405.6197333520718
240,1022.2634927328057
237,2609.587274328286
152,790.6454705604575
725,977.556000572074
97,575.8960069016415
1155,1287.6351219400356
746,2102.9781418002867
1143,953.8377455202357
592,718.1762134745896
479,1566.7634539981677
1098,486.9906978478323
903,1239.8084027944387
936,974.539688993899
539,2280.3164351766054
653,54.62637740864989
310,430.03278392052323
892,1155.4455630431298
338,1887.5617571608796
705,710.4254355714278
273,1269.2018442864196
758,1754.3097276983885
1080,1823.6211051642254
1073,1720.4563883045882
480,1429.9867438469694
1267,2053.2904870976563
545,1022.9966886579358
153,316.98895044070287
573,2399.3937662507033
