id,Price_euros
181,2681.253575927145
708,799.2944454982575
862,527.8316252162633
1064,1030.3180083260156
702,1040.82541406982
585,1813.1172893765238
195,1887.7574315922125
463,552.7355929605553
14,5542.0033021425
621,1378.229217422928
1259,1451.2265725065404
551,333.59263198128383
358,376.1383052177905
610,748.4033744314027
880,591.5832621917145
655,1250.9897759060211
630,592.0068839698476
483,1399.5028346846623
115,1225.9844698989368
297,1424.4176772075548
1162,1385.9465508572969
666,1270.127479032758
1278,1584.7297226848113
777,1442.311403461116
521,1850.0352652812408
93,854.6401826980325
260,845.7383160880323
733,333.59263198128383
908,1142.3936957478354
797,334.0429711507743
71,1423.7123287588859
60,1034.950725159273
608,1800.7383694414282
82,788.0554210711952
540,441.1096442706357
761,1858.1399644134444
473,904.7401787916781
183,781.3415591193673
186,3182.2890979627186
846,637.5818031501162
901,503.51752781965195
912,983.9473309527826
27,1418.5691717723662
1127,1813.3340165402585
858,1369.9927763859343
958,1530.6369941268326
771,587.5309126256127
930,3191.14087884543
807,486.137528898294
618,1832.2624447231003
250,1033.9663629263812
334,847.2174870478423
180,1037.1249690696875
886,511.62222695185574
394,1244.8553805490706
659,614.8366263006451
764,751.8466536022886
428,113.92355931542738
1231,1024.6447189334729
865,1279.1235396527757
1286,1438.0589780999844
635,1145.6084742062944
143,702.099645298231
376,1214.3494815393874
1032,1030.3180083260156
1057,1179.9293721121417
1089,503.51752781965195
87,1985.9357211500433
1072,349.0104267631805
211,1837.584725774157
1003,773.4964509267999
889,2875.7865367310596
1066,2053.6469849783202
1225,1373.6946307145174
146,1017.321786586429
1044,1030.8996993161456
1105,1052.782386973096
59,339.7162605433168
251,1011.5033080022756
954,869.9366906956787
948,394.5827880435934
887,2047.8177090159554
369,1290.286733964273
1148,528.870874052574
1062,1199.8487258070481
1135,1441.1390026430097
1180,1841.9305661490366
620,707.5102929439051
304,2849.182798461418
1048,782.0160877684083
157,663.420788486496
1128,527.8316252162633
714,1279.1235396527757
993,1118.8017344850102
689,2426.2475748260517
443,535.1447208659561
673,1260.675686358713
975,1117.4108973046345
391,1047.3378765036437
810,1094.0256628101981
32,677.4127959029761
724,634.6590748416122
287,1663.4301697033327
857,1082.0410355169652
1087,692.7827680415924
386,1429.050394040812
649,796.7726740505841
1247,821.7294264161192
279,1048.148346416864
1176,1609.4357003094703
1125,1026.6132924384297
286,1077.4694488083865
937,511.62222695185574
508,907.1715885313392
88,881.2365513082871
446,1850.0352652812408
336,904.7401787916781
779,996.1936273959884
224,932.4897056894873
834,1665.6569815783478
238,502.3469271627016
582,1238.7885310308645
726,896.5678179748514
462,1886.718182755902
863,276.2514718553673
987,1334.2272583368747
1118,1921.3566176446338
1151,1438.8047361275171
736,1811.9431793598828
957,1307.2367138912243
502,964.6845400746013
811,1030.8996993161456
898,360.33813911755647
802,1473.2236496250357
265,498.65470834032965
1081,365.20095859687854
104,379.4785847265264
675,1964.8918903124697
1209,1236.2153524245725
1004,765.4171501044435
29,757.8989107439824
432,1884.1928512678692
684,2026.7469111884616
240,1026.0368798368236
237,2121.9073660250097
152,875.5632619157444
725,1014.7035720481999
97,736.0175468100067
1155,1134.3505993737135
746,2802.6925225990785
1143,639.9742510373217
592,485.81238715044515
479,1692.6856861677838
1098,583.4785630595109
903,1137.5586047831441
936,1069.8009314277492
539,2204.371120855346
653,782.4481851263974
310,575.266309569284
892,1262.4015924117339
338,2244.5365442023954
705,862.7581842656604
273,1326.899648925821
758,2196.718819322393
1080,1850.0352652812408
1073,1640.1701688491316
480,1451.2552756346008
1267,2032.5242474817285
545,1429.050394040812
153,490.18987846439586
573,2110.6386192669224
1150,2151.8950451181695
949,2174.3647143926755
160,567.2691647951033
537,2803.2728898662335
1102,1415.594599452904
833,1058.6239623429522
513,1045.6882335491423
1202,3151.561243773458
76,1463.7281133124561
514,441.1096442706357
133,1835.1057749054912
1251,608.2779886214938
806,321.88592245246855
1021,722.5529344409005
206,1593.4724562368153
870,1028.087998104359
179,734.9228373113331
706,686.5889951177785
416,2061.0801383524954
534,1833.825867016833
989,864.1490214460362
316,1253.1468868227664
507,1004.2185475665311
817,478.0328297660901
776,1685.3914569488004
831,1909.2114591234695
1229,915.276287663543
295,1379.6200546033037
660,1858.8621005472305
612,773.4964509267999
529,1943.8617574144823
114,972.8176261129614
492,1964.7516427823246
226,1304.8284742297628
695,360.66328086540534
751,540.2736209896152
644,560.8402920927591
1185,865.1895940053215
917,2006.9798442916226
527,1143.1158318816215
854,601.2013467923362
182,997.0187393708666
346,1008.261428349394
90,503.51752781965195
468,1315.2135713190396
1147,560.8402920927591
1061,1417.7450472596047
1156,999.1512362841137
496,864.1490214460362
312,2391.1989098214203
822,1464.2227942461268
337,1760.061901602206
835,1394.3831886428445
255,980.7521694723781
364,2068.883472368065
944,2276.7767017875194
1266,747.364125595092
505,563.2168152290012
350,806.3196429399019
800,776.769821394116
567,1006.6391647999785
1242,1922.7474548250098
905,1304.8284742297628
587,1062.5629125351595
922,1016.3661274815979
259,1599.7261128965135
1248,1008.9301293959836
641,333.59263198128383
128,504.5422059470043
215,2555.2773256138285
756,604.9109115469706
1054,825.6058137680568
651,1236.2153524245725
86,2211.8966990205845
1037,1440.1100963675199
1299,1076.5147933795772
1109,1995.4312574626229
679,595.6356117578164
1099,1645.9068464043874
6,1606.4239233026537
1163,1051.59162558775
516,1921.2398969590436
1115,1047.3378765036437
977,1442.3401065891765
910,1042.246278101231
962,410.15580099843896
264,1305.7062636318863
83,1408.9716470808114
1295,894.6717550215662
158,1323.8068626495294
487,788.5190752470114
765,661.8959005467276
445,484.51658907185333
617,1588.4141547411407
727,1261.25158595497
108,2347.3467990258373
918,1847.3128694944166
991,1186.0713683561085
81,1433.4249375437523
122,945.1827417716123
383,560.8402920927591
951,1026.0368798368236
75,1236.2153524245725
421,1194.2075314574956
145,386.67588036342704
8,1959.4010352097584
175,544.9252464280197
1123,1750.9362114130936
927,501.0861180799908
875,2477.586448490178
1029,1078.135733206018
1265,862.1639780192911
1033,536.3996167821526
663,110.61705727449066
184,837.0626130388574
896,1440.1100963675199
688,843.6989963362813
984,991.3407573985469
744,1044.095996850762
38,754.6867417202318
1227,1546.5431700759066
605,1417.7450472596047
1246,2274.9256593150135
77,2276.7767017875194
1252,796.160120203399
920,874.1308091284116
805,383.8590230355778
397,1053.5915331633416
231,618.6435437413705
1104,878.967582530068
1204,1249.7182000283929
1217,1010.1692446342123
149,1804.9257079811082
461,503.51752781965195
21,2067.448066992876
357,1637.073478387861
780,1508.919078332302
343,475.6563066298479
737,260.0196859225557
845,770.5445516405741
173,1933.7936572690037
781,606.5318513734114
1164,381.81306088410474
819,486.5611506764269
277,520.5373959972799
674,2020.2355630845009
1279,2251.875622773352
1255,1935.2939101018449
1240,932.9344445923757
41,1300.0731325200736
719,1907.2734213951894
298,1952.4413508053863
935,2064.6088944637545
826,904.9955912808721
278,1509.3440804489687
477,1596.2349892368507
542,261.57600336094106
151,560.8402920927591
900,360.66328086540534
1124,1030.8996993161456
1216,478.0328297660901
459,938.6502635573414
584,309.9307637897448
294,650.5493217616422
1076,970.7830671606507
91,2031.4953412062387
632,1235.546651377983
1117,765.6584195948343
457,1244.8553805490706
326,647.3074421087607
925,1974.617529271114
398,143.37902218794125
940,1302.6738853086438
363,888.5307805272705
906,688.8888461521522
820,724.9843441805616
1020,1572.895117086516
556,1609.0438200814226
384,1260.5294498211838
885,1015.7844364914677
1285,1051.59162558775
438,445.16199383673757
837,1217.2994034995775
979,1035.762518795468
548,433.0049451384318
170,1133.620295569042
62,1915.5949944726574
309,495.41282868744815
816,1465.6136314265027
22,221.97125694625765
285,1975.979979545334
668,607.7926604561221
417,1036.3428860626234
685,1899.685701367428
1049,775.8983723728895
440,480.8792568529003
299,1820.4115185955072
1188,1143.1158318816215
552,591.5832621917145
586,464.16795897813154
783,1036.6265515891325
1070,1133.620295569042
1210,1238.6028570606902
1014,260.7655334477208
501,1235.546651377983
140,1456.118095113923
235,433.0049451384318
317,489.7395392949054
861,1005.3765060376554
257,1235.546651377983
1200,503.51752781965195
371,1261.25158595497
1112,384.24447062376566
419,2019.338292507933
385,551.1406992117804
1281,1296.7237750975592
524,1961.8617820393324
1015,492.17094903456655
1236,458.48964319199354
1036,1199.4675322926428
